id_venta,id_cliente,id_vehiculo,id_sucursal,id_fecha,cantidad_dias,monto_total,descuento,metodo_pago
167.0,70.0,6.0,1.0,227.0,2.0,7949.0,738.0,Transferencia
182.0,14.0,16.0,3.0,166.0,4.0,11971.0,291.0,Efectivo
190.0,8.0,8.0,3.0,51.0,18.0,19743.0,539.0,Tarjeta
195.0,79.0,6.0,3.0,242.0,14.0,6041.0,528.0,Tarjeta
202.0,28.0,11.0,2.0,59.0,13.0,5462.0,258.0,Tarjeta
204.0,36.0,6.0,4.0,55.0,15.0,14589.0,77.0,Tarjeta
205.0,7.0,5.0,1.0,132.0,9.0,2041.0,23.0,Tarjeta
207.0,62.0,13.0,5.0,120.0,16.0,13879.0,737.0,Efectivo
208.0,34.0,16.0,2.0,166.0,21.0,8566.0,325.0,Transferencia
211.0,7.0,7.0,5.0,270.0,13.0,6025.0,541.0,Tarjeta
212.0,11.0,20.0,1.0,265.0,20.0,17365.0,443.0,Efectivo
224.0,76.0,16.0,5.0,114.0,25.0,7344.0,863.0,Efectivo
250.0,57.0,20.0,1.0,97.0,8.0,15193.0,795.0,Tarjeta
253.0,57.0,5.0,4.0,26.0,23.0,14257.0,818.0,Transferencia
254.0,47.0,8.0,3.0,173.0,13.0,1820.0,913.0,Efectivo
267.0,29.0,8.0,4.0,56.0,8.0,6701.0,798.0,Transferencia
277.0,65.0,20.0,3.0,157.0,17.0,3142.0,940.0,Tarjeta
280.0,69.0,20.0,4.0,26.0,4.0,18238.0,179.0,Efectivo
283.0,44.0,15.0,6.0,79.0,30.0,3407.0,364.0,Tarjeta
285.0,53.0,1.0,2.0,41.0,22.0,15151.0,720.0,Tarjeta
287.0,62.0,16.0,5.0,38.0,19.0,8483.0,279.0,Efectivo
289.0,37.0,14.0,4.0,237.0,19.0,4156.0,845.0,Efectivo
296.0,80.0,12.0,4.0,288.0,7.0,7060.0,978.0,Efectivo
297.0,43.0,1.0,5.0,64.0,1.0,10586.0,241.0,Transferencia
308.0,87.0,3.0,3.0,104.0,26.0,11230.0,217.0,Efectivo
309.0,90.0,12.0,6.0,151.0,23.0,4567.0,646.0,Tarjeta
319.0,68.0,19.0,6.0,290.0,30.0,11885.0,541.0,Tarjeta
328.0,95.0,13.0,4.0,145.0,12.0,13505.0,194.0,Tarjeta
330.0,82.0,17.0,3.0,208.0,24.0,18412.0,473.0,Tarjeta
332.0,45.0,12.0,3.0,89.0,22.0,17573.0,988.0,Efectivo
335.0,57.0,1.0,4.0,89.0,29.0,16426.0,486.0,Efectivo
336.0,26.0,19.0,2.0,153.0,16.0,4308.0,716.0,Tarjeta
348.0,70.0,15.0,4.0,281.0,16.0,5015.0,342.0,Transferencia
349.0,12.0,16.0,5.0,55.0,5.0,4595.0,89.0,Tarjeta
351.0,30.0,19.0,6.0,88.0,25.0,8505.0,570.0,Efectivo
356.0,40.0,2.0,5.0,273.0,29.0,3119.0,246.0,Transferencia
361.0,14.0,13.0,6.0,75.0,27.0,13289.0,375.0,Tarjeta
362.0,89.0,14.0,5.0,78.0,20.0,17163.0,751.0,Transferencia
363.0,3.0,2.0,6.0,95.0,5.0,11758.0,294.0,Transferencia
366.0,43.0,10.0,6.0,92.0,13.0,13220.0,410.0,Transferencia
377.0,44.0,15.0,2.0,154.0,12.0,6670.0,239.0,Transferencia
384.0,88.0,16.0,5.0,112.0,6.0,1451.0,941.0,Efectivo
387.0,22.0,17.0,3.0,197.0,27.0,10097.0,856.0,Transferencia
395.0,22.0,6.0,1.0,184.0,15.0,16369.0,265.0,Transferencia
403.0,98.0,20.0,6.0,247.0,14.0,5160.0,467.0,Efectivo
404.0,93.0,12.0,5.0,220.0,28.0,10889.0,324.0,Tarjeta
411.0,51.0,13.0,4.0,98.0,24.0,628.0,212.0,Tarjeta
415.0,11.0,2.0,1.0,180.0,7.0,19715.0,230.0,Efectivo
420.0,91.0,13.0,1.0,54.0,20.0,16623.0,238.0,Tarjeta
437.0,65.0,6.0,2.0,113.0,17.0,9349.0,668.0,Transferencia
439.0,28.0,11.0,4.0,83.0,1.0,4348.0,479.0,Tarjeta
441.0,23.0,13.0,5.0,37.0,9.0,6286.0,440.0,Efectivo
458.0,12.0,11.0,6.0,277.0,17.0,17699.0,534.0,Transferencia
464.0,68.0,11.0,1.0,87.0,29.0,8316.0,172.0,Transferencia
468.0,56.0,14.0,5.0,279.0,10.0,10487.0,660.0,Efectivo
474.0,12.0,14.0,1.0,217.0,2.0,19075.0,948.0,Efectivo
475.0,23.0,15.0,4.0,34.0,5.0,9547.0,979.0,Tarjeta
478.0,7.0,1.0,6.0,208.0,8.0,8384.0,690.0,Transferencia
481.0,52.0,15.0,6.0,51.0,1.0,16702.0,954.0,Tarjeta
491.0,3.0,3.0,6.0,195.0,12.0,5800.0,870.0,Efectivo
495.0,81.0,6.0,4.0,82.0,30.0,2850.0,170.0,Transferencia
