id_fecha,fecha,mes,trimestre,ano,dia_semana
253,2025-07-06,6,2,,Domingo
254,2024-12-12,7,3,2025,Domingo
255,2025-10-10,10,4,2025,Jueves
256,2025-01-22,4,1,2024,Jueves
257,2025-04-25,4,3,2025,Domingo
258,2025-07-22,3,2,2025,Martes
259,,12,1,2024,Lunes
260,,2,4,,Domingo
261,2024-12-24,9,4,2025,Miércoles
262,2024-11-22,,2,2024,Lunes
263,2025-05-25,6,3,2025,Viernes
264,2025-02-03,8,3,2024,Lunes
265,2024-12-05,3,3,2024,Lunes
266,2025-02-05,,1,2025,Martes
,2024-12-13,2,2,2025,Lunes
268,2025-08-27,6,1,2025,Lunes
269,2025-09-11,6,3,2024,Jueves
270,2025-10-07,7,2,2025,Jueves
271,2024-11-16,2,1,2024,Lunes
272,2025-01-22,10,4,2024,Jueves
273,2024-10-18,4,2,2025,Jueves
274,,4,3,2025,Domingo
275,2025-07-02,2,1,2025,Lunes
276,2025-10-04,2,2,2025,Viernes
277,2025-07-21,6,1,2024,
278,2025-09-28,4,4,2025,Sábado
279,2025-01-21,2,1,,Domingo
280,2025-03-28,8,1,2025,Martes
281,2025-06-26,9,1,2024,Sábado
282,2025-05-10,10,1,2025,Jueves
283,2025-06-20,10,4,2025,Domingo
284,2024-11-23,1,1,2024,Miércoles
285,2025-07-22,4,4,2024,Lunes
286,2025-09-29,7,2,2024,Jueves
287,2024-11-11,12,4,2025,Sábado
288,2025-05-19,12,2,2024,Viernes
289,2025-02-06,8,1,2024,
290,2024-11-11,5,1,2024,Jueves
291,,3,3,2025,Jueves
292,2024-10-16,8,1,2024,Jueves
293,,12,2,2025,Sábado
,2024-12-08,1,1,2025,Viernes
295,2024-10-26,1,4,2025,Domingo
296,2025-01-22,9,2,2025,Sábado
297,2024-11-22,,3,2025,Domingo
298,2025-06-08,3,1,2024,
299,2025-04-17,2,1,2025,Sábado
300,2025-05-25,5,3,2024,Sábado
301,2024-12-30,11,2,2024,Martes
302,2025-01-15,10,1,2025,Martes
303,2024-11-18,4,2,2024,Sábado
304,2025-04-13,10,1,2024,Martes
305,2025-06-10,11,,2024,Domingo
306,2025-01-02,9,2,2025,Viernes
307,2024-11-19,1,2,2024,
308,2025-01-04,4,3,2024,Jueves
309,2025-06-20,10,4,2024,Miércoles
310,2025-02-04,6,1,2024,Miércoles
311,2025-05-23,11,3,2025,Sábado
312,2025-03-13,9,2,2025,Domingo
313,2024-10-28,6,2,2024,Domingo
314,2025-02-23,12,2,2024,Jueves
315,2025-05-07,10,2,2025,Sábado
316,2024-12-26,3,4,2025,Lunes
317,2025-04-29,10,4,2025,Jueves
318,2025-07-13,,2,2025,Domingo
319,2024-10-30,12,3,2024,Jueves
320,2025-08-27,1,4,2024,Miércoles
321,2024-10-20,8,,2025,Miércoles
322,2024-12-22,4,3,2025,Lunes
323,2025-02-12,9,1,2025,Sábado
324,2025-05-03,2,1,2025,Martes
325,2025-03-26,9,1,2024,Lunes
326,2025-07-21,11,4,2025,Jueves
327,2025-09-13,,4,2024,
328,2025-05-15,9,1,2024,Sábado
329,2025-04-14,11,2,,Martes
330,2025-04-02,,3,2025,
331,,9,1,2024,Sábado
332,2025-06-09,5,3,2025,Viernes
333,2025-07-05,2,4,2024,
334,2025-05-25,1,2,2025,Sábado
335,2025-08-18,7,4,2025,Domingo
336,2025-02-05,12,2,2024,Domingo
337,2025-01-07,9,3,2025,
338,2025-05-18,4,1,2025,Domingo
339,2024-11-15,7,2,2024,Viernes
340,2025-02-12,11,3,,
341,2025-02-27,11,4,2024,Lunes
342,2025-08-06,1,2,2024,
343,2025-08-25,5,,2024,Domingo
,2025-06-23,9,4,2025,Sábado
345,2025-01-02,1,2,2024,Miércoles
346,2025-06-24,5,1,2024,Lunes
347,,9,2,2025,Domingo
348,2024-10-19,9,3,2025,Domingo
349,2024-11-12,,4,2024,Sábado
350,2024-10-29,6,4,2024,Viernes
351,2025-01-05,6,1,2024,Domingo
352,2025-04-28,,3,2024,Jueves
353,2025-01-20,10,2,2024,Martes
354,2025-08-11,7,3,2025,Sábado
355,2025-06-13,9,4,2024,Miércoles
356,2025-09-22,,3,2025,Domingo
357,2024-11-18,11,3,2024,Lunes
358,2025-06-09,6,4,2024,Viernes
359,2025-04-12,9,3,2024,Martes
360,2025-06-17,7,1,2024,Martes
361,2025-07-25,3,4,2025,Viernes
362,2024-11-19,3,4,,Domingo
363,2025-08-10,3,2,2025,Viernes
364,,5,,2024,Jueves
365,2025-05-11,1,3,2024,Jueves
,2025-03-13,1,2,,Viernes
367,2025-01-05,9,1,2024,Jueves
368,2025-08-06,8,,2024,Domingo
369,,7,,2025,Sábado
370,2025-06-14,4,2,2025,Martes
371,2025-09-22,2,1,2025,Viernes
372,2025-02-03,2,4,2024,Domingo
373,2025-08-01,7,2,2025,
374,2025-05-07,5,2,2025,Martes
375,2025-04-17,1,4,2024,Lunes
376,2025-04-02,7,4,2025,Martes
377,2025-08-30,7,2,2025,Viernes
378,2025-05-14,10,2,2024,Viernes
379,2024-12-30,3,3,2025,Viernes
380,2025-04-24,12,1,2024,Sábado
381,2025-07-26,12,2,2024,Jueves
382,2025-03-26,11,3,2024,Jueves
383,2025-06-08,7,2,2024,Miércoles
384,2025-09-30,8,2,2024,Sábado
385,2025-07-27,11,3,2024,Jueves
386,2024-11-17,,2,2025,Viernes
387,2025-04-08,1,4,2024,Jueves
388,2024-12-25,7,2,2024,Sábado
389,2025-02-12,11,2,2025,Sábado
390,2024-12-25,9,,2025,Martes
391,2024-11-27,5,1,2025,Miércoles
392,2025-08-31,2,,2025,
393,2025-07-11,,3,2025,Martes
394,2025-07-18,12,4,,Viernes
395,2025-10-06,12,2,,Martes
396,2025-10-06,10,1,2025,Jueves
397,2025-09-21,3,,2024,Miércoles
398,2025-07-22,,2,2025,Lunes
399,2025-09-18,2,1,2024,Viernes
400,2024-10-23,11,3,2024,Miércoles
401,2024-12-13,4,2,2024,Martes
,,1,3,2024,Viernes
,2024-12-08,1,3,2025,Martes
404,2025-08-28,3,2,2024,Sábado
405,2025-03-20,2,1,2024,Sábado
406,2025-09-01,12,3,2024,Martes
407,,6,4,2025,Sábado
408,2025-02-19,8,2,2025,Miércoles
409,2025-07-12,2,1,2025,Domingo
410,2025-10-04,12,4,2024,Miércoles
411,2025-10-10,7,3,2025,Lunes
412,2025-04-22,,2,2024,Jueves
413,2024-12-18,11,2,2024,Domingo
414,2025-07-07,10,1,2025,Martes
,2024-12-05,4,1,2024,
416,2025-05-03,11,3,,Viernes
417,,5,1,2025,
418,2024-10-21,7,2,2025,Sábado
419,2025-02-10,7,3,2024,Domingo
420,2024-10-12,6,1,2025,Lunes
421,2025-05-26,4,3,2025,Martes
422,2025-02-24,4,3,2024,Jueves
423,2025-06-07,3,3,2025,Jueves
424,2024-11-12,6,4,2024,Sábado
425,2024-11-09,9,4,2025,Miércoles
426,2025-02-19,9,2,2024,Sábado
427,2025-02-11,12,3,2025,Martes
428,2025-05-05,7,3,2025,
429,2024-12-25,2,2,2025,Lunes
430,2025-07-05,1,4,2024,
431,2024-11-25,,,2025,Martes
432,2025-03-31,4,2,2025,Viernes
433,2025-09-05,10,1,2024,Lunes
434,2025-04-14,3,4,2025,Martes
435,2024-11-09,9,2,2025,Miércoles
436,2025-05-04,3,2,2024,Viernes
437,2025-09-07,2,,2024,Miércoles
438,2025-09-15,8,3,2025,Lunes
439,2025-08-20,12,4,2025,Lunes
440,2025-08-28,12,2,2024,Domingo
441,2025-03-01,4,1,2025,Jueves
442,2025-06-03,11,1,2024,Lunes
443,2025-07-11,7,4,2024,Miércoles
444,2025-05-19,7,2,2025,Jueves
445,,1,2,2024,Lunes
446,2025-03-09,8,2,2025,Martes
447,2024-12-12,3,2,2025,Miércoles
448,2025-07-19,8,1,2025,Miércoles
449,2025-08-18,1,2,2025,Viernes
450,2025-09-23,11,1,2024,Miércoles
451,2024-12-06,5,2,2025,Martes
,2025-07-13,10,,2025,
453,2024-12-10,11,3,2024,Domingo
454,2025-05-11,1,1,2025,Viernes
455,2025-01-19,2,3,2024,Domingo
456,2025-09-26,4,3,2025,Sábado
457,2024-11-16,2,3,2024,Jueves
458,2025-06-26,10,2,2024,
459,2024-12-20,8,1,2025,Miércoles
460,2025-05-22,9,3,2025,
461,2025-02-04,2,1,2025,Domingo
462,,5,1,2025,Martes
463,2025-05-18,4,4,2025,Martes
464,2025-09-26,9,2,2025,Jueves
465,2025-09-13,7,2,2025,Martes
466,2025-03-23,9,1,2025,Sábado
467,2024-11-04,2,3,2025,Jueves
468,2025-06-23,3,4,2024,Martes
469,2025-03-11,5,2,2024,Lunes
,2025-04-17,10,2,2024,Miércoles
471,2025-04-12,5,,,Miércoles
472,2024-11-18,8,2,2024,Viernes
473,2025-06-27,8,4,2024,Lunes
474,2025-08-01,1,4,2024,Martes
475,2025-08-13,11,1,2025,Jueves
476,2025-05-01,11,4,,Jueves
477,2025-09-25,8,4,2024,Sábado
478,2025-04-17,10,2,2025,Lunes
479,2025-09-19,5,,2024,Viernes
480,2025-08-30,1,3,2025,Lunes
481,2025-05-27,4,2,2025,Lunes
482,2024-11-28,9,2,2025,Miércoles
483,2025-04-11,1,4,2024,Viernes
484,2025-05-23,8,4,2024,Miércoles
,2025-05-28,12,2,2025,Martes
486,2025-06-03,1,2,2025,Miércoles
,2025-07-31,12,4,,Lunes
488,2025-06-29,11,2,2025,Domingo
489,2025-09-02,1,1,2025,Sábado
490,2025-01-16,,1,2025,Lunes
491,2025-03-14,7,3,2024,Sábado
492,,3,3,2024,Viernes
493,2025-02-07,4,4,2025,Domingo
494,2025-10-10,,3,2024,Domingo
495,2024-11-28,6,4,2024,Miércoles
496,2025-10-07,3,4,2024,Viernes
497,2025-06-04,4,4,2025,
,2025-01-20,7,1,2025,Sábado
499,2025-09-13,6,2,2024,Martes
500,2024-12-23,10,,2024,Domingo
501,2025-05-11,,2,2025,Martes
502,2024-10-16,7,1,2024,Viernes
,,3,4,2024,Viernes
504,2025-03-24,8,3,2024,Miércoles
505,2024-12-08,5,3,2024,Martes
506,2025-01-05,6,3,2024,Miércoles
,2025-09-19,8,2,2025,Viernes
508,2025-06-10,3,3,2025,Domingo
509,2025-09-08,1,4,2025,Miércoles
510,2025-01-02,9,,,Miércoles
511,2025-08-29,6,4,2025,Domingo
512,2025-01-17,3,2,2024,Martes
513,2025-10-03,3,1,2024,Martes
514,2025-07-31,1,,2024,Lunes
515,2025-04-19,,4,2024,Jueves
516,2024-11-22,12,3,2025,Domingo
517,2024-12-07,2,,2025,
518,2025-07-13,7,3,2025,Domingo
519,2024-11-08,2,4,2025,Miércoles
520,2025-06-29,,1,2025,Miércoles
521,,5,3,2025,Martes
,,12,4,,Lunes
523,2024-12-03,6,4,2025,Martes
,2025-05-09,10,3,2024,Miércoles
525,2025-05-14,3,2,2024,Martes
526,2025-09-29,9,3,2025,Domingo
527,2025-04-11,,1,2024,Domingo
528,2025-08-18,9,3,2025,Martes
529,2025-08-03,7,3,2025,Domingo
530,2025-06-13,,4,2024,Jueves
531,2024-11-22,11,3,2024,Viernes
532,2025-04-01,10,3,2024,Miércoles
533,,12,1,2024,Jueves
,2024-11-03,11,1,2025,Viernes
535,2025-01-01,3,3,,Jueves
536,2025-08-01,1,2,2024,Domingo
537,2025-09-08,8,1,2024,Sábado
538,2024-10-31,10,3,2025,Viernes
539,2025-06-29,4,3,2024,Viernes
540,2025-07-13,8,3,,Martes
541,2024-11-29,12,4,2024,Sábado
542,2025-03-31,5,4,2024,Jueves
543,,8,1,2025,Viernes
544,2025-06-27,2,1,2024,Viernes
545,2025-03-22,12,2,,
546,2025-05-11,4,1,2025,Sábado
,2025-09-15,12,3,2025,Sábado
548,2025-08-25,6,1,2024,Viernes
549,2025-09-17,6,3,2024,Viernes
550,,4,3,2024,Sábado
,2025-08-12,12,1,,Miércoles
552,2025-07-21,3,4,2025,Sábado
553,2025-09-04,9,1,,Jueves
554,2025-02-24,10,1,2024,Viernes
555,,6,4,2025,Sábado
556,2025-08-25,1,2,2025,Viernes
557,2025-08-25,8,2,,Martes
558,2024-12-01,4,2,2024,Domingo
559,2025-08-01,7,1,2024,Miércoles
560,2025-04-16,7,3,2025,Jueves
561,,7,2,2024,Lunes
562,2025-10-09,9,1,2024,Martes
563,2025-05-19,4,4,2025,Domingo
564,2025-08-07,7,1,2025,Martes
565,2025-10-08,8,4,2025,Martes
566,2025-07-14,4,3,2025,Jueves
567,2025-06-26,1,2,2025,Martes
568,,1,4,2024,Sábado
569,2024-10-21,5,4,2025,Lunes
570,2025-05-07,7,2,2025,
571,2025-04-20,1,1,2024,Lunes
572,,11,2,,Viernes
573,2024-11-20,2,4,2024,Martes
574,2025-08-24,2,1,2024,Sábado
575,2025-05-16,2,4,2025,Miércoles
576,2025-01-15,3,3,2025,Viernes
577,,12,2,2024,Domingo
578,2025-02-12,1,,2024,Sábado
579,2025-04-24,11,1,2025,Lunes
580,2025-06-07,3,4,2025,Lunes
581,2025-04-19,10,1,2025,Viernes
582,2025-07-31,3,2,2025,Sábado
583,2025-05-30,9,1,,Jueves
,2025-04-26,12,2,2025,Martes
585,2025-06-26,11,2,2024,Jueves
586,2025-02-24,2,2,2025,Viernes
587,2024-11-30,2,4,2024,Martes
588,2025-08-20,6,2,2025,Martes
589,,3,1,2024,Lunes
590,2025-08-16,9,3,2024,Viernes
591,2025-07-11,7,3,2025,Miércoles
592,2025-01-23,12,2,2025,Viernes
593,2024-11-08,2,1,2024,Viernes
594,,11,4,2024,Martes
595,2025-08-18,6,,2025,Viernes
596,2024-10-25,11,1,2025,Lunes
597,2025-08-20,5,1,2024,Jueves
,2025-01-25,6,2,2024,Lunes
599,2025-04-20,,2,2025,Lunes
600,,8,2,2025,Viernes
601,2025-03-15,10,,2024,Jueves
602,2025-04-21,12,1,2024,Viernes
603,2025-04-15,,4,2025,Domingo
604,2025-06-13,1,3,2025,Lunes
605,2024-12-01,9,3,2025,Miércoles
606,,3,2,2025,Viernes
607,2025-04-16,3,4,2024,Viernes
608,2025-05-08,9,2,2025,Domingo
609,2025-03-04,4,4,2024,Domingo
,2025-03-01,8,2,,Lunes
611,2024-10-21,6,4,2024,Sábado
612,2025-03-19,8,4,2025,Jueves
613,2025-08-01,,4,2024,Lunes
614,2025-05-13,12,1,2024,Jueves
615,2025-08-10,7,3,2025,Domingo
616,,3,4,2025,Sábado
617,2025-07-29,3,4,,Jueves
618,2025-01-15,1,4,,Miércoles
619,2025-01-06,11,2,2025,Domingo
,2024-10-21,2,4,2025,Viernes
621,2025-08-11,5,,2025,Viernes
622,2025-09-14,3,1,2025,Jueves
623,2025-10-06,12,1,2025,Miércoles
624,2025-02-23,5,2,2025,
625,2025-08-06,,2,,
626,2025-04-26,5,,2025,Domingo
627,2025-02-26,8,3,2024,Domingo
628,2025-07-14,5,3,2024,Lunes
629,2025-10-01,5,2,2024,Lunes
630,2025-07-17,1,,2024,Jueves
631,2025-09-03,10,4,2025,Jueves
632,2024-11-18,7,4,2024,Miércoles
633,2024-12-18,4,1,,Lunes
634,2025-09-10,10,,2025,Viernes
635,2025-03-25,4,3,2025,Martes
636,2025-01-21,9,3,2025,Jueves
637,2024-10-31,4,3,2025,Viernes
638,2025-07-31,9,1,2024,Jueves
639,2025-01-08,3,4,2025,Domingo
640,2025-07-07,10,2,2025,
641,2025-05-05,10,,2025,Martes
642,2025-04-03,6,2,2024,Sábado
643,2024-12-19,9,1,2025,Sábado
644,2025-03-14,3,4,2024,Domingo
645,2025-06-02,12,4,2024,Jueves
646,2024-12-22,2,1,2024,Miércoles
647,2025-05-08,11,1,2025,Lunes
648,2025-03-19,8,1,2025,
649,2025-07-18,5,3,2025,Viernes
650,2025-07-16,2,2,2025,Martes
651,2025-08-05,9,1,2025,Sábado
652,2024-12-25,1,1,2024,Domingo
653,2025-01-21,8,,2024,Lunes
654,2025-09-12,3,1,2024,Miércoles
655,2025-07-24,5,3,2025,Lunes
656,2024-10-24,8,3,,Martes
,,7,4,2025,Miércoles
658,,7,3,2025,Domingo
659,2024-11-28,4,2,2024,Viernes
660,2025-07-13,9,2,2024,Lunes
661,2025-09-29,4,3,2025,Lunes
662,2025-04-01,6,4,2025,Sábado
663,2025-07-29,8,4,2024,Domingo
664,2025-01-17,1,2,2024,Viernes
665,,10,1,2025,Viernes
666,2025-07-15,,1,2024,Sábado
667,2025-09-13,7,1,2025,Viernes
668,2025-01-02,10,2,2024,
669,2025-02-03,9,3,2024,
670,2025-06-01,11,,,Sábado
671,2025-04-29,2,2,2025,Martes
672,,9,4,2025,Domingo
673,2024-10-12,8,1,2024,Martes
674,2024-12-23,3,4,2024,Lunes
675,2024-10-31,6,,2025,Lunes
676,2025-09-22,9,4,,Jueves
677,2024-11-25,11,2,2024,Jueves
678,2025-08-29,3,3,2025,Lunes
679,2025-07-10,6,,2024,Lunes
680,2024-11-22,9,2,2024,
681,2024-12-27,8,4,,Viernes
682,2025-04-17,8,1,2024,Jueves
,2024-10-30,4,3,2025,Martes
684,,12,3,2025,Domingo
685,2025-02-07,2,2,2024,Martes
686,2025-08-19,,2,2025,Jueves
687,2024-11-29,1,1,2025,Domingo
688,,10,4,2024,Martes
689,2025-10-04,,1,2024,Martes
690,2025-04-21,3,4,2025,Sábado
691,2024-12-19,8,3,2025,Domingo
,2025-03-04,2,,2025,Viernes
693,,10,,2025,Martes
,2025-02-14,12,1,2024,Jueves
695,2025-09-27,4,,2024,Miércoles
696,2025-06-17,8,4,2025,Sábado
697,2025-03-19,1,2,2025,Domingo
698,2025-01-18,9,3,2025,Miércoles
